,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza privada,Salud humana privada,Servicios veterinarios,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Instituciones Financieras,0.013456913740728736,0.034551001470595435,0.022838127919464418,0.013907390469852524,0.015896399312707695,0.010766998524424655,0.008950083032133497,0.011132067308679055,0.01455739324315567,0.015418110189091155,0.05057899345554505,0.02081437629496036,0.06550908044897448,0.011419403442164475,0.017434832785589067,0.17469435386552776,0.04339823216766846,0.024353803199769458,0.020328217317369467,0.009882295479370517,0.005266313832246938,0.08967281275780449,0.0147491374728797,0.06458738153292166,0.06536070305993158,0.022003413558905595,0.04949570147534875,0.019757869765720977,0.03742708412439247,0.0421452600338216,0.04340000739215885,0.009482033499340294,0.008453920485418818,0.016788809371387076,0.014998802230736503,0.09334375771867115,0.025299565943963025,0.17780967198000824,0.07745699463903433,0.01074989340302029,0.010233363535933274,0.008879508969569181,0.011729324703192365,0.010966063701803905,0.022079077485453645,0.01911853488680549,0.01982636702077216,0.006513956900516404,0.009821778933058514,0.005339832927672778,0.007051101028564755,0.010834634969173544,0.03036524255148605,0.006666682603137829,0.012293237598065172,0.013189668368700667,0.009860091156020157,0.012628731765031775,0.012967000500118996,0.012116615616282895,0.01609674776816163,0.013003182448491045,0.012156474254019018,0.01096261482750053,0.008219027843327266,0.009996892039329356,0.009384453019691538,0.013700940314058777,0.009386605933301187,0.0128457545523117,0.01264495509114202,0.012310143353090811,0.016822797343841803,0.05165993440744314,0.03044358407854112,0.023626050863919033,0.027795013084544806,0.022321299329115397,0.011329805784607471,0.007214645236483272,0.030764794423546564,0.008637067518230741,0.021766425990756722,0.028555113036903335,0.022978790558262706,0.01418544865776371,0.051425383801047234,0.02035008127106819,0.020571953399109017,0.1562771727290466,0.049000511802204966,0.025042072176820973,0.014229724145130462,0.017988631834843182,0.0784334553370212,0.1281142690154075,0.10385933093099436,0.27171350430287566,0.08576408990378105,0.12885522325409773,0.06150898670022052,0.019758304978810738,0.013461016828994816,0.016669904873415943,0.021778099363904853,0.02125861168452861,0.016856970008693257,0.040839015461149444,0.09714669620071355,0.8959917499264628,0.01590656997152963,0.11628080443064492,0.8873764527268245,0.12046947527346989,0.06285454064316516,0.09015792953284817,0.9623782619410546,0.09778536473145036,0.02882154775924845,0.03882701645891762
Seguros,8.05065248456322e-06,1.9193456172289934e-06,0.006006403794934494,0.007504811460775675,1.3421820975641392e-06,1.728076160623511e-05,0.0,0.0,0.0,0.0,0.026495446344478927,0.0006313656719137003,0.024418347701389415,0.0020798507002856782,0.001305211327382219,0.022742785629002803,0.004351247737683455,0.002326964480469638,0.0028307120241543235,0.001221755073108565,0.0006278047488420946,0.008408300705283612,0.0011564200589003946,0.004230706790100843,0.006796620557948856,0.0031636249205627756,0.003245513606305816,0.002233468700947241,0.0019011623031844874,0.004876747227697003,0.014707539234240195,0.001398255524062112,0.0014154478483772736,0.0013156536943788875,0.0020210342031075005,0.010980576643869998,0.0017330292074928702,0.007651196714947716,0.006592588101532522,0.0011867361094761882,0.0016840356467712723,0.0021918694126573744,0.001267648443191805,0.0011587921111315851,0.0030317386057889615,0.0008183193165201473,0.0021337344578034557,0.0003552204720841986,0.0018759855933203403,0.0008122068732331836,0.0012237535539428243,0.0013560345134143378,0.0037092810020260677,0.00199683011927749,0.0011727641014738902,0.0020240689098364253,0.0009669368200592599,0.00209907292051484,0.0012560013351357914,0.0012412857294782649,0.0016730868842307913,0.0009549493813232149,0.0006280022610934771,0.0011338805260130264,0.000265427809920834,0.0009659905876906553,0.0010632159861174119,0.0016139485788722106,0.0007023885045075718,0.0012957127615523787,0.0011016619505024052,0.001564134746547959,0.0019682077756607557,0.0027410319224549402,0.0038449068053188415,0.0020826646252807422,0.0013968635670976743,0.0028931655165279845,0.0016541650108590664,0.0008207581928073417,0.0033710621830904583,0.0011677292671432593,0.003131853760550776,0.005137177880945972,0.002250879328648189,0.0026377411149072355,0.0036117754830706935,0.0020262740251657616,0.002209103040941318,0.02396693901752884,0.0037715049490727025,0.003293576678871207,0.0006109844680996176,0.000491507157455759,0.0021874759950621502,0.010101789529233188,0.000695292964948412,0.0017518119511089015,0.003422301025511202,0.008415754583738309,0.09286340812538481,0.01865710594268908,0.002324971334693504,0.03175044674470745,0.02460314349236037,0.010035238299635414,0.0007603244797202101,0.001992662218034573,0.0018267977813657722,0.09745439919467466,0.0036654713278305665,0.00038697671644652367,0.02371271414066384,0.0010045038265368098,0.022833084258124938,0.0008026112396934106,0.3170821201361823,0.020865389893704414,0.006590881967988213,0.002310158019706436
Servicios a las empresas y profesionales,0.00210370836650179,0.005027663061998074,0.004723647670370809,0.002030466116990846,0.0021931674906103525,0.0019478725680833744,0.006584552360804336,0.0018794116396128125,0.0005575532113021583,0.016638711051843127,0.14572542181338002,0.055025960027512984,0.12262651880479752,0.03853731788778837,0.04395954038739394,0.33735854122289705,0.19226931862451996,0.18549978546911694,0.16490662870519807,0.05602386041541756,0.03498096204813173,0.3496539039315473,0.061115168993742384,0.40177014697109514,0.3914338404809512,0.20489108979631118,0.4257221793942266,0.09740825576281645,0.3237420874310196,0.2737178831823526,1.6063798616166438,0.01985354035671052,0.012550037295046144,0.026474550683648804,0.02918005870941633,0.2851670613357836,0.07019181903480261,0.30533555632384696,0.19058670382426032,0.014291651080400716,0.01304615264699653,0.04585196514769174,0.02368461568081817,0.06793484804397935,0.14218119498932968,0.12157811360579328,0.06984456656140554,0.05121528670973355,0.048744045372518655,0.046702561863700885,0.04846162154536146,0.04235765422585891,0.32158145236067603,0.24847490886184792,0.06745410298281009,0.018757030650951568,0.026120663010682898,0.044129761746895625,0.028279123299196282,0.06233902452832092,0.06547250515605622,0.07427585619470328,0.05458687414243859,0.03657980230199307,0.050403006740709334,0.0640809214128087,0.0401921502722218,0.06563954794021586,0.02897944631288097,0.028866982327121572,0.03564632602961985,0.028967008747644463,0.06151797954400684,0.12005646944794715,0.07047491636985731,0.09708315587403507,0.018382200977505973,0.06862921618053054,0.0512371552862367,0.021165985471007474,0.062401612055509044,0.030518394723621244,0.06367359806162995,0.14482015011241262,0.09218082065134058,0.10605082625657457,0.07262303554815736,0.045165089576749806,0.029178549504099028,0.705467034684479,0.08097335573695086,0.06608176857231052,0.03933716331235184,0.012944166915080454,0.14337760159430654,0.3526914885475717,0.11984813414344091,0.2957973717714166,0.1900351344049621,0.4431379323983694,0.06776007478593826,0.025069146996060828,0.07527070552712595,0.1960033924476497,0.13642188124563562,0.35460001911854283,0.020960433391812645,0.11045241018106185,0.14270948213818493,0.6298941264766151,0.04563014409362358,0.04318391245388322,0.8286663397009209,0.2604817688900878,0.25514646265190377,0.058785347622560484,16.54545003148988,0.5307234962730885,0.24070023438377736,0.09242233506779672
Actividades inmobiliarias,0.0004364633483635314,0.0012013489160997886,0.0010848088680370923,0.0004794793317291413,0.0005167960318162588,0.0004801165787032016,0.00039942747904814696,0.00046979798311393053,0.00013807469578320464,0.0007651697151193781,0.02111122357762644,0.004642004563900236,0.01537774026983267,0.008339364771015571,0.00718344509879974,0.0038968861134766985,0.0329192868474396,0.003498451534202931,0.007643118553118656,0.0027002083827918286,0.0011049677650247407,0.09079163679403036,0.001997506955327703,0.021656998547371985,0.060865194589442166,0.014004657302389263,0.008452960155033447,0.007604347715311496,0.0069797124974686105,0.013591338450296574,0.06645211550551743,0.0038476657794825017,0.00023424561292483519,0.0002518058647607946,0.014529977885373434,0.1463305927603302,0.005614763910016017,0.0018215329839629277,0.03317643264585044,0.00574474448551371,0.007143536111922239,0.002903513901141278,0.0001507387248601675,0.00434919494738866,0.01214586324960976,0.004790463074017331,0.008655281232346225,0.004322803732658256,0.0037814154276041953,0.005852139282285519,0.004767544297349011,0.003347968537704299,0.010850389388263442,0.011126766426643975,0.00408006855748282,0.00414838141526989,0.006409939583247632,0.0034001659978880054,0.006461958840243725,0.004392992919748913,0.003897593381211259,0.0015630516946533942,0.0018325328587013258,0.00017199840140758962,0.0007420265476376853,0.0013932766618161676,0.004466727782605112,0.003723244814859845,0.006332056435216831,0.007123316914330935,0.007140252214144527,0.0050682819205836085,0.00997402703012656,0.0039691672623863965,0.017553284339661194,0.0005536039826353344,0.00645248551239151,0.0024432934310464473,0.003741973607043705,0.0015900928454247812,0.009966437312637374,0.008632809650146721,0.012571789975331187,0.014283134817113304,0.024318114440574842,0.008084117500085317,0.008733019900266977,0.0028981140924210238,0.010645368089797201,0.09971337802842731,0.03526286177165794,0.010096913297073882,0.009710437249569694,0.0029856830215568048,0.017408710911846835,0.0,0.1410098244632211,0.3473150879454995,0.1947569537797123,0.5431482156273835,0.004379265541932127,0.02573847221773207,0.0030226939672591048,0.0018512103649885084,0.01566766817018528,0.20485529494214705,0.020689687455892773,0.04399836932822052,0.024931199797238065,0.10481638712221024,0.021964515710890798,0.03119764546248542,0.1499890240114978,0.08196299728236045,0.1401766773185937,0.0,1.0491724093867232,0.1785054761653982,0.029846243313024077,0.07036154038765637
Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,0.0066034453322525105,0.011615431230232197,0.01236652667729386,0.00609812220906569,0.008917346007708011,0.011457534386920968,0.020018353314818785,0.0020796655588360483,0.007064286761001167,0.008359764225379842,0.02422768289785852,0.0006516612873626023,0.08214751119054471,0.00746241864405898,0.0023433327713677865,0.0,0.0018894669882047084,0.042402861023814326,0.021594072465275393,0.006654392641973308,0.004537961615678908,0.026229921268635336,0.009527894084773095,0.015279471824916485,0.04792147888708173,0.00955420914262135,0.06443375258598197,0.001895534308822047,0.0033782674697498986,0.014119945373890894,0.15402223611376709,0.001253673018802718,0.0002977265425313139,5.527474942432089e-05,0.0005855367559050564,0.005600627847035687,0.011112419303193321,0.039641940825387585,0.00957959488403242,0.0001662651295774574,0.00025441473939705406,0.009170258947881474,0.0007254812077276729,0.0016995223680082874,0.015478350606265125,0.008987333864187262,0.0020266601412902486,0.0,0.005479364158473476,0.005572359557048658,0.007087136947379183,0.0004527452767090821,0.029294646915783398,0.017815585176920678,0.004911708082248751,0.0003159353414502144,0.00035445062880159654,0.0,0.0001158938522491803,0.006192751172203507,0.006976125014885533,0.008199054549699736,0.00787024530993683,0.0039777295969819345,0.006142205216812311,0.010057893895002945,0.0016416571605585334,0.0076056473361496915,0.002980778340657847,1.0401715398032845e-05,0.00032027891060817454,0.0003838307603349283,0.0003260663090256889,0.0,0.0002442466715470896,0.0005657528979649876,0.001942588746648492,0.0,5.503026770469853e-05,0.0009090301848905106,0.00430072276742634,0.0,0.003218225234649564,0.0014856473144804247,0.002445511638879627,0.006170414647402558,0.0,0.000493779569848048,0.0003096619280347039,0.09468660075434812,0.0,0.0007463027595420251,0.009871391845359555,0.0058787754493992974,0.05116324006885293,0.02049785712190917,0.007251224794204883,0.01658532282331348,0.0,0.0,0.010066718140074916,0.0016339019085348907,0.005005713746613027,0.03249335954576481,0.005247732612060216,0.03125773788372963,0.04322909709064304,0.042876970041909414,0.004820635283934626,0.015033174661831749,0.0016205801638033393,0.0,0.0232394897977522,0.0,0.01962144537569563,0.0,0.0,0.1857552584785371,0.0,0.00677074749820362
Enseñanza privada,0.00015398781436583414,0.00030808187827951366,0.00027172358280019897,0.00012404380687075037,0.00012177506322691305,0.00013611578705483037,0.00033786121805723374,0.00011031130178925665,3.824056056575012e-05,0.00018846991870887327,0.0003505544741311383,0.008922616101226894,0.0,0.00033230896463859043,0.0011942853665283895,0.0,0.0009629439558828229,0.02161072010643787,0.0110054765950396,0.0033914234140487217,0.00231279366024212,0.013367537259572907,0.004855897507865778,0.007787196744138875,0.02442317416273532,0.0048693214292306304,0.03283856430005189,0.0009660727994177641,0.0017217402035236938,0.007196223412228123,0.07849776333628483,0.0006389339326055745,0.00015172531782105738,2.8174834462396925e-05,0.000298422363044227,0.002854428803495926,0.005663473979352118,0.020203662930344278,0.004882317524912567,8.474278228725873e-05,0.00012966430811623626,0.004673647745961189,0.00036974782737698205,0.0008661593463872025,0.007888671015626458,0.00458040866167395,0.001032880191989388,0.009834995204257898,0.0027925715499926562,0.0028399502212690547,0.003611960512677026,0.00023074014438600245,0.01493006372286471,0.009079755857926126,0.0025032548440959658,0.00016102854387310843,0.00018063191764345845,0.0,5.9066578202163164e-05,0.003156168826561861,0.003555411388108127,0.004178643561008477,0.004011082360872271,0.002027228016111463,0.0031303858109515957,0.005126028455395563,0.0008366633549965636,0.0038762679899854214,0.0015191733992906623,5.306215773950457e-06,0.00016322856965604972,0.00019562244739471321,0.00016618246691461034,0.0,0.00012449137829546948,0.00028835266460457235,0.0009900669520864086,0.0,2.8043864326068503e-05,0.00046328126873960876,0.002191800593818613,0.0,0.001640178328585889,0.0007571452467119292,0.0012463416450355814,0.0031447670320744357,0.0,0.0002516544325324958,0.000157822209864449,0.04825687239165482,0.0,0.0003803428013775302,0.005675259393453818,0.004121066086335313,0.00032273455596680263,0.0,0.0004123793814424052,0.001005605067499607,0.008587683268343515,0.0067778503513345216,4.5028950874461624e-05,1.2155317946786068e-05,2.2388713607356864e-05,0.001244813543203217,0.0012922160299326322,0.013426988504295119,0.00019336932504984022,0.00019179627008445571,0.0,0.012714447531497418,0.007002203274090962,0.0005835656047005595,0.06086226102608433,0.046831740878303364,0.00017082593591354484,0.0,0.0,0.02152152495829083,1.1451938639592934e-05,0.012257530837087886
Salud humana privada,0.0004490789290133717,0.0016983518041050567,0.0035041669516799657,0.0017916364469584315,0.0003459474356471569,0.0003552263116120583,0.0006865144361357387,0.00018960727656921857,9.516353240026366e-05,0.0010513637262352454,0.002169101485520261,0.0005478116336609954,0.0,0.0001209061068710436,0.00012252146578622928,0.018033352771004582,9.87715797919453e-05,0.0022170981800440394,0.001129067675181942,0.0003479408971704058,0.00023728035835279018,0.001371326638605793,0.0004981921618113852,0.0007989261272906271,0.002505073571764282,0.0004995466569758637,0.0033690956840983057,9.911634414391061e-05,0.00017665339269441066,0.000738259659525294,0.008053346389242873,6.555085184416872e-05,1.557542932295181e-05,2.8903391012717493e-06,3.060789952441881e-05,0.00029281633073603366,0.0005810429448720695,0.002072491326394449,0.000500836590333641,8.696337103974419e-06,1.3303422651986617e-05,0.0004794760049843759,3.793076823127735e-05,8.886599434200896e-05,0.0008093540066555554,0.0004699146288701147,0.00010596329896183808,0.0,0.0002864836965012043,0.00029135990381999697,0.0003705624265632322,2.36758637952145e-05,0.0015317163775896722,0.000931506174158188,0.00025681231686843864,1.653536907126754e-05,1.854315991880999e-05,0.0,6.058884092317437e-06,0.00032379776821638554,0.00036480904614551597,0.0004287037084280627,0.0004115083240163756,0.0002079276100128689,0.00032115181813645446,0.0005258825502962966,8.582238164659426e-05,0.0003976234397443158,0.00015585101176453722,5.363683814823567e-07,1.67487009779659e-05,2.00720575212148e-05,1.705408903277685e-05,0.0,1.2766837944289639e-05,2.9589971806693268e-05,0.00010161304100620104,0.0,2.8762937770326676e-06,4.752746183685636e-05,0.00022488673026502612,0.0,0.00016827939031318018,7.770055724434262e-05,0.000127868485006668,0.00032262530825125264,0.0,2.5816647937778753e-05,1.6213912148469128e-05,0.004950054274418279,0.0,3.899418542877616e-05,0.0005664263510159174,0.0004899186871626032,0.0001174308035690136,0.0,9.878661933173081e-05,0.00023914470837015369,0.00663408017656821,0.0017030786204876075,0.0006288114260962844,1.1881666593185927e-05,8.147533080684545e-06,0.0006515825883327411,0.00012909526902385638,0.0016412619877186963,7.036097103531121e-05,0.00020608326342867923,0.0,0.0002476345525270028,0.00011251932094727406,0.0,0.027313137284929984,0.03224337014949688,0.7528355954550264,0.23568035433043588,0.0,0.002713166791488672,8.295373491142886e-05,0.006945407692339485
Servicios veterinarios,0.0,0.0,0.0,0.0,0.0,0.00017212609258494406,0.0011990150748270442,0.0,0.0,0.0,0.000620027492987794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981234358470757,0.0,0.0,0.0,0.0
Servicios de saneamiento,4.132899615997757e-06,9.489101229104087e-06,8.562666401559318e-06,3.785329885148478e-06,4.0824705467575905e-06,3.7897936654104577e-06,4.544000008956289e-06,3.7075582759044764e-06,1.1676507042977136e-06,6.042157237355509e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009478551002442137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actividad de asociaciones,0.0002765642036065535,0.0006343885710179493,0.0005728644636389929,0.0002532000208818766,0.00027291035983804165,0.0002535339993041253,0.00041780927618582697,0.00024808599821484276,7.29781690186071e-05,0.0004040586276473797,0.0,0.0,0.0,0.0,4.919449574609031e-05,0.0,4.666650128713579e-05,0.0007499315640180867,0.0005047862848191644,0.00016937810855234154,0.0,0.0,0.00023244998287883078,0.00031952417659668575,0.0,0.0,0.0008326949608463375,4.861658064952084e-05,7.480452928817335e-05,0.00035577295834978,0.003949269792192844,3.084440621302269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00021996035637262157,0.0,0.0,0.0002018294613212146,0.0,0.0,0.0,0.00022852421833587523,0.0,0.0,0.00013558289832321305,0.00013311611081436516,0.00016918606332749295,1.1603749268574467e-05,0.0007350499282629444,0.00043383155795214166,0.0,8.084697553959784e-06,9.08427531376045e-06,0.0,0.0,0.00015879036702005263,0.0,0.0,0.00020179680682992174,0.0,0.00015682476822145608,0.00024513877239454714,0.0,0.0,0.0,0.0,0.0,9.846669727388393e-06,0.0,0.0,0.0,1.4334799716617347e-05,4.983057604145904e-05,0.0,0.0,1.8682399813401318e-05,0.0,0.0,8.119114049572992e-05,2.8564054139722693e-05,0.0,0.0001500500611794727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002343582259739575,0.0,0.0,0.0,0.0,0.014173884754740238,0.0009526269345960268,0.0,0.0,0.12584383497619708,0.1039748036227997,0.0,0.0,0.0015140398046544557,0.0
"Servicios de cine, radio y televisión",0.00012139308212984175,0.00024815165671725133,0.00021973421287210674,9.976461251559102e-05,9.951721010897442e-05,0.00010789432126651115,0.0006055373924978709,9.020809691546349e-05,3.0358918311740553e-05,0.0015650605591520103,0.00023406839742483348,0.0011368534721875102,0.0,1.1939869830494368e-07,0.0037031728701889784,0.015962566028301345,0.021615607607846723,0.011903656209382742,0.0219800208622444,0.0032540209504916327,0.003574729437689521,0.036125849124333705,0.0021572201879609914,0.06822492867006448,0.02754021176661204,0.04528011950562196,0.07413440603296403,0.019038992408557626,0.08516379472648339,0.053483268444365455,0.2596197609190132,0.0005723604708617145,0.00048686728441996684,0.0025131737356557963,0.0023114087191678273,0.022909236449294348,0.001680015989635346,0.010305213868064147,0.026370147715681202,0.0003610840077209057,0.0007766815915746739,0.0021150893802342357,0.001241538193672584,0.011011383086130751,0.015544004301090234,0.014531645203388066,0.005207863209044537,0.004229473842187127,0.0013608050524608842,0.005793762874790335,0.0010485132869061523,0.005883662917476933,0.04942722916073683,0.06072011238243986,0.003704019978958151,0.0007665158310521787,0.005060456437540094,0.002233793280696749,0.0016277397480246782,0.0015213814045143272,0.002739919037314912,0.00420524147623483,0.0021974134613325807,0.0016027839062676805,0.0010933333123828918,0.0017205358176212266,0.00037389992883789323,0.0017388184121797379,0.0006807503473101956,0.0020367248365838787,0.0026667724993753128,0.001742234200330175,0.0027482109128820474,0.015601108346141594,0.003149349470773384,0.01324429650992495,0.0010370271032406867,0.003353661168991916,0.005748907589968249,0.00045126444875912957,0.0030312518807321586,0.001934073961458565,0.004024760821716897,0.016434933854037843,0.006084462471154822,0.014485368405475854,0.005903068626157997,0.0017048176860593445,0.0003202672542198661,0.04361939330104021,0.007646580747097279,0.006941657397023878,0.0005745185678201378,0.0008774863004963223,0.00681211179620227,0.0,0.011548438919506772,0.028399608447660978,0.008284582792841765,0.01418697107852863,0.001668185248917166,0.0004735666620223904,0.00040657414242861723,0.0007822825778511771,0.006620621905314061,0.003899813215875015,0.007367950104769496,0.02284691715621802,0.010524729746752112,0.054850493358579056,0.0041167600495005474,0.0006059072006215034,0.03917390848807409,0.009468188358101396,0.005010121854030082,0.008486674866599155,0.06012504677844814,0.04898475193008572,0.08850829308540299,0.004419620671841725
